,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
296,910,648,0,1,4,0,4,3,420.0,0.0,1,6,0.0,0.0,4,490.0,1,2,2,0,0,4,3,13,14,2,3,0,1,1,6,282.0,1.0,5,3,5,1,1950.0,1558,1,1,4,0,1,3,3,0,13710,4,75.0,3,0,9,4,0.0,3,1,0,8,9,0,4,5,2,0,3,0,1,4,8,0,1,6,910.0,289,1950,1950,1
297,975,975,0,2,3,0,4,3,649.0,0.0,1,6,0.0,0.0,2,326.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,576.0,2.0,5,2,5,5,1997.0,1950,1,1,0,5,1,2,3,0,7399,4,66.0,0,0,10,1,1600.0,2,1,0,8,21,10,4,7,2,0,3,0,3,4,8,198,1,7,975.0,0,1997,1998,1
298,1041,702,0,1,3,0,4,3,384.0,175.0,0,5,0.0,1.0,4,143.0,1,2,2,4,0,4,2,6,1,4,2,1,1,1,6,539.0,2.0,5,3,5,1,1968.0,1743,2,1,2,5,1,3,3,0,11700,4,90.0,3,0,10,3,365.0,2,1,0,8,14,0,5,6,2,0,3,0,4,4,8,0,1,7,702.0,224,1968,1968,1
299,1152,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,1.0,4,1092.0,1,2,2,4,0,2,3,6,6,0,2,1,1,1,6,300.0,1.0,5,3,5,1,1950.0,1152,0,1,0,2,1,2,3,0,14000,4,80.0,3,0,5,3,0.0,3,1,0,10,6,36,7,6,2,0,3,0,1,3,8,0,1,6,1092.0,0,1950,2004,3
300,1336,0,0,1,2,1,4,2,841.0,0.0,1,6,1.0,0.0,4,324.0,1,2,2,4,0,4,3,8,8,4,2,2,1,1,6,375.0,1.0,5,3,5,1,1953.0,1336,0,1,4,2,1,3,3,0,15750,0,90.0,3,0,4,3,56.0,2,1,0,8,6,0,4,5,2,0,3,0,3,4,8,0,1,5,1165.0,0,1953,1953,0
301,1210,1242,0,1,4,0,4,3,281.0,0.0,2,6,0.0,0.0,2,747.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,683.0,2.0,5,0,5,3,1998.0,2452,1,1,0,5,1,2,3,0,16226,4,66.0,2,0,10,3,0.0,3,1,0,7,5,50,4,8,2,0,3,0,1,4,8,0,1,9,1028.0,208,1998,1999,1
302,1541,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1541.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,843.0,3.0,5,2,5,1,2001.0,1541,0,1,0,2,1,2,3,0,13704,0,118.0,0,0,5,3,150.0,2,1,0,0,5,81,4,7,2,0,3,0,1,4,8,0,1,6,1541.0,468,2001,2002,0
303,894,0,0,1,3,0,4,3,894.0,0.0,0,6,1.0,0.0,4,0.0,1,2,2,4,0,4,3,12,13,1,3,0,2,1,6,552.0,2.0,5,3,5,1,1975.0,894,0,1,4,2,1,3,3,0,9800,0,70.0,3,0,5,3,0.0,3,1,0,9,5,0,6,5,2,0,3,0,1,0,8,0,1,5,894.0,256,1972,1972,0
304,1675,1818,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,1470.0,1,2,2,4,0,4,3,5,5,4,0,1,0,3,6,870.0,3.0,5,3,5,1,2003.0,3493,0,1,0,3,1,2,3,0,18386,4,87.0,3,0,12,4,0.0,3,1,0,7,17,0,8,7,2,0,3,0,1,4,8,0,1,10,1470.0,302,1880,2002,2
305,2000,0,0,1,3,0,4,3,1464.0,0.0,2,6,1.0,0.0,2,536.0,1,2,2,4,0,4,2,5,5,4,3,0,2,2,6,888.0,3.0,5,0,5,1,2004.0,2000,0,1,0,2,1,2,3,0,10386,4,80.0,3,0,5,3,246.0,4,1,0,9,5,0,4,8,2,0,3,0,1,4,8,0,1,8,2000.0,168,2004,2005,1
306,1122,1121,0,1,4,0,4,3,700.0,0.0,0,6,1.0,0.0,2,0.0,1,1,2,4,224,4,2,6,10,4,5,1,1,2,6,746.0,3.0,5,2,5,1,1990.0,2243,1,1,2,5,1,2,3,0,13474,4,116.0,3,0,10,3,246.0,2,1,0,8,20,44,4,7,2,0,3,0,1,4,8,0,1,8,700.0,127,1990,1991,1
307,1035,371,0,0,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,319.0,1,0,2,0,0,1,3,8,8,2,3,0,1,1,6,0.0,0.0,3,1,3,6,0.0,1406,0,1,4,0,1,1,3,0,7920,4,60.0,0,0,9,4,0.0,3,1,0,5,9,144,6,6,0,0,3,0,1,4,8,0,1,6,319.0,0,1920,1950,2
308,861,0,0,1,1,0,4,3,262.0,0.0,1,6,0.0,0.0,4,599.0,1,2,2,4,0,4,3,12,13,4,3,0,1,1,6,539.0,2.0,5,3,5,5,1961.0,861,0,1,0,2,1,3,3,0,12342,4,64.5,0,0,6,3,0.0,3,1,0,5,7,0,4,4,2,0,3,0,1,4,8,0,1,4,861.0,158,1940,1950,3
309,1944,0,0,1,3,0,4,1,1274.0,0.0,2,6,1.0,0.0,0,622.0,1,2,2,4,0,4,2,12,13,4,0,3,2,2,6,708.0,3.0,5,0,5,1,2003.0,1944,0,1,0,2,1,0,3,0,12378,4,90.0,0,0,5,3,0.0,3,1,0,2,16,175,4,9,2,0,3,0,1,4,8,0,1,8,1896.0,208,2003,2004,0
310,697,804,0,1,3,0,4,3,518.0,0.0,0,6,0.0,0.0,2,179.0,1,2,2,4,0,4,3,6,6,4,5,1,2,2,6,420.0,2.0,5,0,5,1,1993.0,1501,1,1,2,5,1,2,3,0,7685,4,64.0,0,0,10,3,112.0,2,1,0,7,8,63,4,6,2,0,3,0,1,4,8,0,1,6,697.0,190,1993,1994,0
311,972,0,0,1,2,0,4,3,680.0,0.0,0,6,1.0,0.0,4,292.0,1,2,2,4,0,2,3,12,13,4,2,1,1,1,6,240.0,1.0,5,3,5,5,1948.0,972,0,1,0,2,1,3,3,0,8000,4,50.0,3,0,5,3,0.0,3,1,0,7,12,0,5,6,2,0,3,0,1,4,8,0,1,5,972.0,0,1948,2002,3
312,793,325,0,1,3,1,4,2,507.0,0.0,5,6,1.0,0.0,2,286.0,1,0,2,4,0,4,3,8,8,2,2,1,1,1,6,410.0,2.0,5,3,5,5,1939.0,1118,0,1,4,0,1,3,3,0,7800,4,65.0,3,0,4,4,0.0,3,1,0,7,17,0,6,5,2,0,3,0,1,4,8,271,1,5,793.0,0,1939,1950,0
313,2036,0,0,1,3,0,4,1,1236.0,820.0,0,5,2.0,0.0,2,80.0,1,2,2,4,0,4,3,3,3,4,2,2,1,2,6,513.0,2.0,5,2,5,1,1965.0,2036,0,2,4,2,1,3,2,2,215245,4,150.0,2,0,5,3,0.0,3,1,0,8,23,0,4,7,2,0,3,0,3,4,8,0,1,8,2136.0,0,1965,1965,3
314,832,809,0,0,3,0,1,3,16.0,0.0,3,6,0.0,1.0,4,712.0,1,2,2,4,234,4,3,13,14,4,2,1,0,1,6,546.0,2.0,5,3,1,5,1925.0,1641,1,1,0,5,1,0,3,0,9600,4,60.0,3,0,11,4,0.0,3,1,0,10,17,0,6,7,2,0,3,0,1,4,8,0,1,6,728.0,0,1925,1990,0
315,716,716,0,1,3,0,4,3,425.0,0.0,2,6,1.0,0.0,2,291.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,432.0,2.0,5,0,5,1,2004.0,1432,1,1,0,5,1,2,3,0,7795,4,71.0,0,0,10,3,0.0,3,1,0,9,8,51,4,7,2,0,3,0,1,4,8,0,1,6,716.0,100,2004,2005,3
316,1153,1200,0,1,4,0,4,3,692.0,0.0,2,6,1.0,0.0,2,153.0,1,2,2,4,0,4,2,5,5,0,5,1,1,2,6,484.0,2.0,5,2,5,1,1983.0,2353,1,1,4,5,1,0,3,0,13005,0,94.0,0,0,10,3,278.0,2,1,0,10,14,195,6,7,2,0,3,0,1,4,8,0,1,10,845.0,288,1980,1980,3
317,1088,871,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,1088.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,1025.0,3.0,5,2,5,1,2006.0,1959,1,1,0,5,1,2,3,0,9000,4,75.0,3,0,10,1,0.0,3,1,0,3,21,46,4,8,2,0,3,0,1,4,8,0,1,8,1088.0,208,2006,2006,1
318,1372,1274,0,1,4,0,4,1,987.0,0.0,2,6,1.0,0.0,2,360.0,1,2,2,4,144,4,2,6,6,4,5,1,2,2,6,656.0,3.0,5,2,5,1,1993.0,2646,1,1,0,5,1,2,2,1,9900,4,90.0,3,0,10,3,256.0,2,1,0,6,15,60,4,7,2,0,3,0,1,4,8,0,1,9,1347.0,340,1993,1993,3
319,1472,0,0,1,3,0,4,0,1036.0,0.0,2,6,1.0,0.0,2,336.0,1,2,2,4,0,4,3,9,10,4,5,2,1,2,6,588.0,2.0,5,3,5,1,1980.0,1472,0,1,4,7,1,3,3,0,14115,4,80.0,3,0,13,3,225.0,2,1,0,8,14,48,4,7,2,0,3,0,1,4,8,0,1,6,1372.0,233,1980,1980,3
320,1249,1347,0,1,4,0,1,0,0.0,0.0,6,6,0.0,0.0,0,1249.0,1,2,2,4,0,4,3,12,13,4,3,0,2,3,6,840.0,3.0,5,2,5,1,2006.0,2596,1,1,0,5,1,2,3,0,16259,0,111.0,3,0,10,3,370.0,4,1,0,11,16,154,4,9,2,0,3,0,1,5,6,0,1,9,1249.0,240,2006,2006,0
321,1136,1332,0,1,4,0,4,0,970.0,0.0,2,6,1.0,0.0,0,166.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,872.0,3.0,5,0,5,3,2004.0,2468,1,1,0,5,1,2,3,0,12099,4,99.0,0,0,10,3,388.0,2,1,0,8,16,154,4,8,2,0,3,0,1,4,8,0,1,10,1136.0,184,2004,2004,1
322,1553,1177,0,1,4,0,4,1,28.0,1474.0,3,0,1.0,0.0,4,0.0,1,2,2,4,0,4,2,9,10,2,5,1,1,2,6,576.0,2.0,5,0,5,1,1987.0,2730,1,1,0,5,1,2,3,0,10380,4,86.0,0,0,10,3,172.0,2,1,0,10,20,96,4,7,2,0,3,0,1,4,8,0,1,8,1502.0,201,1986,1987,1
323,1163,0,0,1,3,0,4,3,256.0,0.0,0,6,1.0,0.0,4,906.0,1,2,2,4,0,2,3,12,13,4,3,0,1,1,6,220.0,1.0,5,3,1,1,1955.0,1163,0,1,0,2,1,3,3,0,5820,4,49.0,3,0,5,4,0.0,3,1,0,9,17,98,7,3,2,0,3,0,1,4,8,0,1,6,1162.0,142,1955,2005,0
324,1898,1080,0,1,5,0,4,3,0.0,0.0,6,6,0.0,0.0,2,710.0,1,4,2,4,0,2,2,13,14,4,2,1,1,2,6,564.0,2.0,5,0,5,3,1961.0,2978,1,1,0,7,1,2,3,0,11275,0,96.0,3,0,13,3,300.0,2,1,0,8,12,0,6,7,2,0,3,5,4,4,8,0,1,11,710.0,240,1967,2007,4
325,803,0,0,1,2,0,4,0,116.0,0.0,1,6,0.0,0.0,4,604.0,0,5,2,1,244,4,3,8,8,4,3,0,1,1,6,360.0,2.0,5,3,5,5,1941.0,803,0,1,3,1,1,3,3,0,5000,4,50.0,3,0,8,4,0.0,3,1,0,3,9,0,5,5,2,0,3,0,1,4,8,0,1,5,720.0,0,1941,1950,1
326,1719,0,0,1,1,4,4,1,1619.0,0.0,2,6,2.0,0.0,2,100.0,1,2,2,4,0,4,2,3,3,4,2,2,2,1,6,473.0,2.0,5,0,5,1,1993.0,1719,1,1,0,2,1,2,3,0,10846,1,32.0,0,0,0,3,0.0,3,1,0,7,24,30,4,8,2,0,3,0,1,4,2,0,1,6,1719.0,122,1993,1993,2
327,1383,0,0,1,3,0,4,3,565.0,0.0,5,6,0.0,0.0,4,818.0,1,2,2,4,0,4,3,13,14,4,3,0,1,1,6,292.0,1.0,5,2,5,1,1960.0,1383,1,1,4,2,1,3,3,0,11600,4,80.0,3,0,5,3,175.0,2,1,0,6,12,45,4,6,2,0,3,0,3,4,8,0,1,7,1383.0,0,1960,1960,0
328,1445,689,0,2,5,0,4,3,0.0,0.0,6,6,0.0,0.0,4,844.0,0,4,2,0,268,4,3,13,15,4,3,0,0,2,6,441.0,2.0,5,3,5,5,1930.0,2134,0,1,2,4,1,2,0,0,11888,4,51.0,0,0,12,3,0.0,3,1,0,9,3,60,5,6,2,0,3,0,1,4,8,0,1,10,844.0,0,1916,1994,3
329,596,596,0,1,3,0,4,2,0.0,0.0,6,6,0.0,0.0,4,596.0,0,2,2,4,137,4,3,13,15,1,3,0,2,1,6,189.0,1.0,1,3,1,5,1920.0,1192,0,1,4,5,1,3,3,0,6402,0,60.0,3,0,11,4,0.0,3,1,0,9,9,0,4,5,0,0,3,0,1,4,8,0,1,6,596.0,0,1920,1950,3
330,1728,0,0,1,6,2,4,3,40.0,264.0,2,5,0.0,1.0,4,1424.0,1,2,2,4,0,4,3,6,6,4,3,0,1,2,6,352.0,1.0,5,3,5,5,2002.0,1728,0,1,4,2,2,3,3,0,10624,4,73.0,0,0,15,3,84.0,2,1,0,2,12,0,3,5,2,0,3,0,1,4,8,0,1,10,1728.0,155,1964,1964,1
331,1056,0,0,1,3,0,4,3,846.0,0.0,5,6,1.0,0.0,4,210.0,1,2,2,4,0,4,3,13,14,4,3,0,1,1,6,308.0,1.0,5,2,5,1,1958.0,1056,0,1,1,2,1,3,3,0,8176,4,70.0,3,0,5,3,0.0,3,1,0,10,12,0,5,5,2,0,3,0,1,4,8,0,1,6,1056.0,0,1958,1992,1
332,1629,0,0,1,3,0,4,3,1124.0,479.0,2,4,1.0,0.0,2,1603.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,880.0,3.0,5,2,5,1,2003.0,1629,0,1,0,2,1,2,3,0,10655,4,85.0,0,0,5,3,296.0,2,1,0,1,16,0,4,8,2,0,3,0,1,4,8,0,1,7,3206.0,0,2003,2004,3
333,1358,0,0,1,2,4,4,0,720.0,0.0,2,6,1.0,0.0,2,638.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,484.0,2.0,5,2,5,1,2004.0,1358,0,1,0,2,1,2,3,0,8198,3,59.0,3,0,0,4,146.0,4,1,0,9,16,30,4,7,2,0,3,0,1,4,8,0,1,6,1358.0,192,2004,2004,2
334,943,695,0,1,3,0,4,1,828.0,0.0,2,6,1.0,0.0,2,115.0,1,2,2,4,0,4,3,12,13,4,5,2,2,2,6,472.0,2.0,5,0,5,1,1998.0,1638,1,1,2,5,1,3,3,0,9042,4,59.0,0,0,10,3,0.0,3,1,0,9,8,38,4,6,2,0,3,0,1,4,8,0,1,7,943.0,100,1998,1998,2
335,1619,167,0,1,3,1,4,1,1249.0,147.0,0,1,2.0,0.0,4,103.0,1,2,2,4,0,4,3,9,10,4,2,2,1,2,6,529.0,2.0,5,0,5,1,1965.0,1786,0,1,0,0,1,3,1,2,164660,0,82.0,0,0,4,3,0.0,3,3,700,10,23,0,5,5,2,0,3,0,1,4,8,0,0,7,1499.0,670,1965,1965,2
336,1922,0,0,1,3,0,4,1,1249.0,0.0,2,6,1.0,0.0,0,673.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,676.0,3.0,5,0,5,1,2005.0,1922,0,1,0,2,1,2,1,0,14157,0,86.0,0,0,5,3,200.0,4,1,0,9,22,51,4,9,2,0,3,0,3,4,8,0,1,8,1922.0,178,2005,2006,1
337,1536,0,0,1,3,0,4,0,810.0,0.0,2,6,1.0,0.0,2,726.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,532.0,2.0,5,2,5,1,2002.0,1536,0,1,0,2,1,2,3,0,9135,4,70.0,3,0,5,3,113.0,2,1,0,3,5,74,4,7,2,0,3,0,1,4,8,0,1,7,1536.0,192,2002,2003,2
338,1621,0,0,1,3,0,4,2,213.0,0.0,0,6,1.0,0.0,2,995.0,1,2,2,4,0,4,2,13,14,4,3,0,1,2,6,440.0,2.0,5,2,5,1,1984.0,1621,0,1,0,2,1,2,3,0,14145,0,91.0,3,0,5,3,0.0,3,3,400,7,14,45,6,7,2,0,3,0,1,4,8,0,1,8,1208.0,108,1984,1998,0
339,1215,0,0,1,3,0,0,3,585.0,0.0,5,6,0.0,0.0,4,630.0,1,1,2,0,0,4,3,13,14,4,3,0,1,1,6,297.0,1.0,5,3,5,1,1958.0,1215,0,1,4,2,1,3,3,0,12400,4,66.0,0,0,5,3,176.0,2,1,0,8,12,0,6,6,2,0,3,0,3,4,8,234,1,6,1215.0,0,1958,1998,3
340,993,915,0,1,4,0,4,3,0.0,0.0,6,6,0.0,0.0,2,967.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,431.0,2.0,5,0,5,1,2002.0,1908,1,1,0,5,1,2,3,0,14191,4,85.0,3,0,10,3,0.0,3,1,0,6,23,0,4,8,2,0,3,0,1,4,8,0,1,9,967.0,135,2002,2002,4
341,841,0,0,1,2,0,0,3,0.0,0.0,6,6,0.0,0.0,4,721.0,1,1,2,4,24,1,1,13,0,4,3,0,1,1,6,294.0,1.0,5,3,5,4,1950.0,841,0,1,2,2,1,3,3,0,8400,4,60.0,3,0,5,2,0.0,3,1,0,11,20,0,3,4,0,0,3,0,1,4,8,0,1,4,721.0,250,1950,1950,3
342,1040,0,0,1,2,2,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,0,2,2,0,0,4,3,11,12,4,3,0,3,2,6,400.0,2.0,5,3,5,5,1949.0,1040,0,5,1,2,2,3,3,0,8544,4,73.0,3,0,15,3,340.0,2,1,0,7,12,0,3,3,2,0,3,0,1,4,8,0,1,6,0.0,0,1949,1950,0
343,1684,0,0,1,2,4,4,3,28.0,0.0,2,6,0.0,0.0,0,1656.0,1,2,2,4,0,4,0,8,8,4,0,1,2,2,6,564.0,2.0,5,2,5,1,2005.0,1684,0,1,0,2,1,0,3,0,8849,4,63.0,0,0,0,3,616.0,2,1,0,9,16,72,4,9,2,0,3,0,3,4,8,0,1,6,1684.0,495,2005,2005,2
344,536,576,0,1,3,4,4,3,129.0,232.0,5,1,0.0,0.0,2,175.0,1,2,2,4,0,4,3,5,5,4,3,0,1,1,6,336.0,1.0,5,3,5,1,1976.0,1112,1,1,4,5,1,3,3,0,2592,4,36.0,3,0,2,4,0.0,3,1,0,6,10,0,2,5,2,0,3,0,1,4,8,0,1,4,536.0,182,1976,1976,4
345,972,605,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,972.0,1,6,2,4,0,4,3,8,8,4,2,1,0,1,6,312.0,1.0,5,3,5,5,1939.0,1577,0,1,2,0,1,1,3,0,6435,4,65.0,3,0,9,3,0.0,3,1,0,1,3,0,4,6,2,0,3,0,1,4,8,0,1,6,972.0,0,1939,1950,0
346,958,0,0,1,2,0,4,2,498.0,0.0,1,6,0.0,0.0,4,460.0,1,2,2,4,0,2,3,8,8,4,3,0,1,1,6,301.0,1.0,5,2,5,1,1960.0,958,0,1,4,2,1,3,3,0,12772,1,73.0,0,0,5,3,0.0,3,0,15500,6,12,0,7,6,2,0,3,0,3,4,8,0,1,5,958.0,0,1960,1998,1
347,1478,0,0,1,3,0,4,3,1270.0,0.0,1,6,1.0,0.0,4,208.0,1,2,2,0,0,4,3,13,14,4,2,2,1,2,6,498.0,2.0,5,3,5,1,1960.0,1478,0,1,0,2,1,3,3,0,17600,4,73.0,0,0,5,3,30.0,2,1,0,3,12,40,4,6,2,0,3,0,1,4,8,0,1,6,1478.0,0,1960,1960,3
348,764,862,0,1,2,3,4,3,573.0,0.0,2,6,1.0,0.0,2,191.0,1,2,2,4,0,4,2,12,15,4,3,0,2,2,6,474.0,2.0,5,2,5,3,2003.0,1626,1,1,0,5,1,2,3,0,2448,4,36.0,3,0,2,3,106.0,4,1,0,1,16,27,4,7,2,0,3,0,1,4,8,0,1,6,764.0,0,2003,2004,2
349,1848,880,0,1,4,0,4,3,1410.0,0.0,2,6,1.0,0.0,0,438.0,1,2,2,4,0,4,0,5,5,4,0,2,2,2,6,706.0,3.0,5,0,5,1,2006.0,2728,1,1,0,5,1,0,3,0,20431,4,56.0,1,0,10,3,870.0,2,1,0,6,16,0,4,9,2,0,3,0,3,5,6,0,1,10,1848.0,0,2005,2006,0
350,1869,0,0,1,2,4,4,3,0.0,0.0,6,6,0.0,0.0,0,1869.0,1,2,2,4,0,4,0,8,8,4,2,1,2,2,6,617.0,2.0,5,2,5,1,2007.0,1869,0,1,0,2,1,0,3,0,7820,4,68.0,0,0,0,3,362.0,2,1,0,3,16,54,4,9,2,0,3,0,3,5,6,0,1,6,1869.0,210,2007,2007,1
351,1453,0,0,1,2,0,4,1,1082.0,0.0,2,6,1.0,0.0,2,371.0,1,2,2,4,0,4,3,13,14,4,5,1,2,1,6,445.0,2.0,5,2,5,1,1986.0,1453,1,1,2,2,1,2,2,1,5271,4,80.5,0,0,0,3,0.0,3,1,0,3,4,80,4,7,2,0,3,0,1,0,8,184,1,6,1453.0,0,1986,1986,0
352,616,495,0,1,3,0,0,2,236.0,380.0,3,5,0.0,1.0,4,0.0,0,0,2,4,0,4,3,12,13,4,3,0,1,1,6,200.0,1.0,1,3,5,5,1941.0,1111,0,1,4,0,1,3,3,0,9084,4,60.0,3,0,9,3,0.0,3,1,0,5,7,0,5,5,2,0,3,0,1,4,5,0,1,5,616.0,48,1941,1950,2
353,720,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,624.0,1,2,2,4,0,2,3,12,13,4,3,0,0,1,6,484.0,2.0,5,3,5,5,2005.0,720,0,1,2,2,1,3,3,0,8520,4,60.0,3,0,6,4,0.0,3,1,0,7,17,0,7,6,2,0,3,0,1,4,8,0,1,5,624.0,106,1928,2003,4
354,1192,403,0,1,2,0,4,3,388.0,0.0,3,6,0.0,0.0,4,552.0,1,2,2,4,108,4,3,13,8,4,2,2,1,1,6,240.0,1.0,5,3,5,1,1940.0,1595,0,1,0,0,1,3,0,0,8400,4,60.0,3,0,9,3,0.0,3,1,0,8,18,0,4,6,2,0,3,0,1,4,8,0,1,6,940.0,0,1940,2000,0
355,1200,0,0,1,3,0,1,3,334.0,544.0,0,1,1.0,0.0,2,322.0,1,2,2,4,0,2,2,12,13,4,3,0,2,2,6,521.0,2.0,5,2,5,1,1995.0,1200,0,1,0,2,1,2,3,0,11249,4,105.0,1,0,5,3,0.0,3,1,0,10,5,26,4,6,2,0,3,0,1,4,8,0,1,6,1200.0,0,1995,1995,1
356,1167,0,0,1,3,0,4,3,560.0,0.0,2,6,1.0,0.0,2,598.0,1,2,2,4,0,4,3,6,6,4,3,0,2,2,6,400.0,2.0,5,2,5,1,1992.0,1167,0,1,2,2,1,2,3,0,9248,4,64.0,0,0,5,3,106.0,2,1,0,9,8,26,5,6,2,0,3,0,1,4,8,0,1,6,1158.0,120,1992,1992,3
357,1142,0,0,1,3,4,4,3,874.0,0.0,0,6,1.0,0.0,2,268.0,1,2,2,4,0,4,3,5,5,2,4,1,2,1,6,528.0,2.0,5,0,5,1,1976.0,1142,1,1,4,2,1,3,3,0,4224,4,44.0,3,0,0,4,0.0,3,1,0,10,10,90,4,5,2,0,3,0,1,4,8,0,1,6,1142.0,536,1976,1976,1
358,1352,0,0,1,3,0,4,0,300.0,294.0,1,5,0.0,1.0,4,468.0,1,2,2,1,294,4,3,13,7,4,3,0,1,1,3,288.0,1.0,5,3,5,3,1958.0,1352,0,1,0,7,1,2,3,0,6930,4,92.0,0,0,13,3,120.0,2,1,0,9,4,0,3,5,2,0,3,0,3,0,8,0,1,6,1062.0,168,1958,1958,0
359,1086,838,0,1,3,0,4,0,956.0,0.0,2,6,1.0,0.0,2,130.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,592.0,2.0,5,2,5,1,1998.0,1924,1,1,0,5,1,2,3,0,12011,1,78.0,0,0,10,3,530.0,2,1,0,8,15,75,4,8,2,0,3,0,1,4,8,374,1,7,1086.0,208,1998,1998,0
360,912,0,0,1,2,0,4,0,773.0,0.0,2,6,1.0,0.0,2,115.0,1,2,2,4,0,4,3,12,13,2,5,1,1,1,6,470.0,2.0,5,2,5,1,1978.0,912,0,1,0,6,1,3,3,0,7540,1,74.0,0,0,14,3,0.0,3,1,0,8,11,0,5,6,2,0,3,0,1,4,8,192,1,5,888.0,0,1978,1978,1
361,988,517,0,2,3,0,4,3,399.0,0.0,5,6,1.0,0.0,4,484.0,1,2,2,4,0,4,3,8,8,4,3,0,1,1,6,240.0,1.0,5,3,5,5,1940.0,1505,0,1,2,0,1,3,3,0,9144,4,51.0,3,0,9,3,0.0,3,1,0,9,3,0,4,5,0,0,3,0,1,4,8,0,1,8,883.0,0,1940,1982,2
362,495,1427,0,1,4,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,2,2,4,177,4,2,6,6,4,0,1,3,3,6,672.0,2.0,5,2,5,3,2003.0,1922,0,1,0,6,1,2,3,0,7301,0,64.0,3,0,14,3,500.0,2,1,0,9,7,0,4,7,2,0,3,0,1,4,3,0,1,7,0.0,0,2003,2003,3
363,483,504,0,1,2,3,4,3,162.0,0.0,0,6,0.0,0.0,4,321.0,1,2,2,4,0,4,3,6,6,4,3,0,1,1,6,264.0,1.0,5,3,5,5,1972.0,987,1,1,2,5,1,2,3,0,1680,4,21.0,3,0,2,4,510.0,2,1,0,7,2,0,7,6,2,0,3,0,1,4,8,0,1,5,483.0,250,1972,2007,3
364,790,784,0,1,3,0,4,2,712.0,0.0,2,6,1.0,0.0,2,84.0,1,2,2,4,0,4,3,6,6,4,5,1,2,2,6,566.0,2.0,5,0,5,1,1976.0,1574,1,1,4,5,1,3,3,0,18800,2,80.0,0,0,10,3,120.0,2,1,0,9,14,111,4,6,2,0,3,0,1,4,8,0,1,6,796.0,306,1976,1976,0
365,672,672,0,1,3,0,0,3,456.0,0.0,5,6,0.0,0.0,4,216.0,1,2,2,0,218,2,3,12,13,4,3,0,1,1,6,468.0,1.0,1,3,5,5,1964.0,1344,0,1,2,5,1,3,3,0,10690,4,59.0,3,0,11,4,0.0,3,1,0,9,9,128,6,5,2,0,3,0,3,4,8,0,1,6,672.0,0,1920,1997,3
366,1394,0,0,1,3,0,4,3,609.0,0.0,1,6,1.0,0.0,2,785.0,1,2,2,4,0,4,3,9,10,4,2,2,1,1,6,514.0,2.0,5,2,5,1,1963.0,1394,1,1,2,2,1,3,3,0,9500,4,73.0,0,0,5,3,247.0,2,1,0,9,12,76,4,6,2,0,3,0,1,4,8,185,1,6,1394.0,0,1963,1963,3
367,1431,0,0,1,3,0,4,1,371.0,0.0,2,6,0.0,1.0,2,728.0,1,2,2,4,0,4,3,9,10,4,2,1,1,1,6,296.0,1.0,5,2,5,2,1962.0,1431,0,1,2,7,1,3,3,0,9150,0,101.0,0,0,13,3,305.0,2,1,0,3,12,110,4,6,2,0,3,4,1,4,8,0,1,6,1099.0,64,1962,1962,2
